Year,Category,Nominee,Artist,Winner,Track_ID,Popularity,Danceability,Energy,Tempo
2019,Best Country Duo/Group Performance,Speechless,Dan + Shay,True,2GN8Femwt83EIwInIuQj33,54,0.358,0.697,99.094
2019,Best Country Song,Speechless,,True,7LgyKYscgD7wkzsLRRTTpd,0,0.616,0.437,135.939
2019,Best Country Song,Speechless,,True,3GJ4hzg4lrGwU51Y3VARbF,72,0.616,0.438,135.929
2019,Best Country Song,Speechless,,True,0Yu7xTujO7aKsVww6npA95,51,0.695,0.566,120.037
2019,Best Country Song,Speechless,,True,2GN8Femwt83EIwInIuQj33,54,0.358,0.697,99.094
1999,Best Pop/Contemporary Gospel Album,Speechless,Steven Curtis Chapman,True,7LgyKYscgD7wkzsLRRTTpd,0,0.616,0.437,135.939
1999,Best Pop/Contemporary Gospel Album,Speechless,Steven Curtis Chapman,True,3GJ4hzg4lrGwU51Y3VARbF,72,0.616,0.438,135.929
1999,Best Pop/Contemporary Gospel Album,Speechless,Steven Curtis Chapman,True,0Yu7xTujO7aKsVww6npA95,51,0.695,0.566,120.037
1999,Best Pop/Contemporary Gospel Album,Speechless,Steven Curtis Chapman,True,2GN8Femwt83EIwInIuQj33,54,0.358,0.697,99.094
2019,Best New Age Album,Wings,Peter Kater,True,0RL85lThYJR9XA0fiVIly7,22,0.606,0.691,131.035
2019,Best New Age Album,Wings,Peter Kater,True,7vPES8Tc2x2d6qBrSYFKvf,19,0.404,0.964,125.01
2019,Best Jazz Vocal Album,Alone Together,Catherine Russell,True,5SfNJC5gLHSsyRKN04jVi3,0,0.541,0.871,179.973
2019,Best Jazz Vocal Album,Alone Together,Catherine Russell,True,75SixhsPWyRRmtqHeffiXr,60,0.552,0.915,90.013
2019,Best Jazz Vocal Album,Alone Together,Catherine Russell,True,5gQK4CPNQXKqZyln88JGev,0,0.0743,0.135,74.572
2019,Best Latin Jazz Album,Antidote,Chick Corea & The Spanish Heart Band,True,5RyFj3DQSdT5ts8LbQIuwW,22,0.462,0.857,149.998
2019,Best Latin Jazz Album,Antidote,Chick Corea & The Spanish Heart Band,True,79pt6GZwNggCPlZnFI6IcP,20,0.259,0.969,137.897
2019,Best Latin Jazz Album,Antidote,Chick Corea & The Spanish Heart Band,True,1wHZx0LgzFHyeIZkUydNXq,74,0.713,0.526,131.05
2019,Best Gospel Performance/Song,See The Light,,True,5nsFJfYtAFZmL9PbtYKYcA,64,0.728,0.796,117.925
2019,Best Gospel Performance/Song,See The Light,,True,0LyfNbnOzyPNc8QG8UBkmp,49,0.69,0.87,137.979
2019,Best Contemporary Christian Music Performance/Song,God Only Knows,,True,1YnLthg0HOs8YTzgN5hVh2,55,0.658,0.125,106.686
2019,Best Contemporary Christian Music Performance/Song,God Only Knows,,True,4ElNxglBjcrASiGn58t9Jm,65,0.597,0.417,143.839
2019,Best Contemporary Christian Music Performance/Song,God Only Knows,,True,56F0unhysx1UXxboONkgd9,11,0.676,0.769,102.012
2019,Best Contemporary Christian Music Performance/Song,God Only Knows,,True,1Umw3vhysHBodpBFpFsVgK,50,0.433,0.469,115.876
2019,Best Contemporary Christian Music Performance/Song,God Only Knows,,True,4ElNxglBjcrASiGn58t9Jm,64,0.597,0.417,143.839
2019,Best Contemporary Christian Music Performance/Song,God Only Knows,,True,6IA4ksaymdlYSdf3AoiWQb,45,0.651,0.561,143.959
2019,Best Gospel Album,Tunnel Vision,Gene Moore,True,2zIXd7qeMY696KKiJrk6r2,44,0.773,0.516,138.944
2019,Best Gospel Album,Tunnel Vision,Gene Moore,True,1b7E37BQouTJc7nf1HbIar,45,0.532,0.886,163.036
2019,Best Gospel Album,Tunnel Vision,Gene Moore,True,3F9SGJzTCkqIS3d99iz0p7,0,0.497,0.489,171.853
2019,Best Contemporary Christian Music Album,Burn The Ships,for KING & COUNTRY,True,6qNSq6OKjNgXAn3Kj9HBKf,60,0.497,0.542,93.57
1978,"Best Gospel Performance, Contemporary Or Inspirational",What A Friend,Larry Hart,True,4iFGj9LMN5xYuGeDcNifo9,41,0.329,0.368,108.685
2019,Best Contemporary Christian Music Album,Holy Roar,Chris Tomlin,True,2IPWIK1PH9ArgXTaKmk7Ly,43,0.444,0.829,156.146
2019,Best Roots Gospel Album,Testimony,Gloria Gaynor,True,1NgM2SEuhj7pAzeVTF6Oe5,60,0.428,0.0145,128.522
2019,Best Roots Gospel Album,His Name Is Jesus,Tim Menzies,True,61hO2ZrTkcOXNt8eBIMJX9,38,0.428,0.773,143.986
2019,Best Latin Pop Album,Vida,Luis Fonsi,True,7gsWcwi6Y1hj2WSNxnm12K,45,0.629,0.305,120.103
2019,Best Latin Pop Album,Vida,Luis Fonsi,True,7qUv2Tq895aJc6g4O1F6Zs,61,0.728,0.577,169.988
2019,Best Latin Pop Album,Vida,Luis Fonsi,True,2oGwrIrsnF05EAdyPecOVV,41,0.73,0.746,95.007
2019,Best Latin Pop Album,Vida,Luis Fonsi,True,6doUGUOIEIUlUTmAeAPxl7,32,0.246,0.626,118.142
2013,Best Latin Pop Album,Vida,Draco Rosa,True,7gsWcwi6Y1hj2WSNxnm12K,45,0.629,0.305,120.103
